budget,popularity,runtime,revenue,has_collection,has_homepage,is_en,num_of_companies,usa_produced,is_released,release_year,release_month,num_of_spoken_languages,action,adventure,animation,comedy,crime,documentary,drama,family,fantasy,foreign,history,horror,music,mystery,romance,science fiction,thriller,tv movie,war,western
2380000,2.514638,101.0,8176544,1,1,1,4,0,1,2006,9,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.238971,101.0,1110566,0,0,0,1,0,1,2006,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0.002229,104.0,65335,0,0,0,1,0,1,1996,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12000000,15.698433,151.0,53267000,0,0,1,3,1,1,1973,12,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48000000,10.639244,143.0,390493908,0,0,1,2,1,1,1991,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35000000,6.90658,87.0,51680201,0,0,1,4,1,1,2015,5,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6.518028,108.0,41162041,1,1,0,1,0,1,2009,6,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7000000,3.132019,100.0,1246141,0,0,1,2,1,1,1983,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1227401,8.319631,100.0,1277401,0,0,1,1,1,1,1991,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2200000,17.112594,136.0,26589000,0,0,1,2,1,1,1971,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
12156348,5.662109,98.0,7900000,0,0,0,8,0,1,2016,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30000000,10.901355,99.0,63833449,0,1,1,2,1,1,2008,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4.453296,107.0,3117985,0,1,1,0,1,1,2003,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13000000,7.421245,105.0,114956699,0,1,1,8,0,1,2011,12,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,8.534039,122.0,455815,0,0,1,6,0,1,2013,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5500000,6.149295,120.0,5483299,0,0,1,3,1,1,2014,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24000000,11.666172,91.0,43455230,0,0,1,2,1,1,1988,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000000,11.184385,137.0,41895491,0,0,1,1,1,1,1991,9,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24000000,8.407519,146.0,33208099,0,0,1,2,1,1,1969,12,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1500000,7.081404,104.0,3566225,0,1,1,2,1,1,2013,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20000000,2.582818,105.0,21170563,0,0,1,1,1,1,2006,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1805000,12.90707,98.0,4905000,0,0,1,1,1,1,1953,4,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
195000000,4.503505,154.0,1123746996,1,1,1,4,1,1,2011,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2.76145,63.0,7940,0,0,0,1,0,1,1930,10,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
75000000,6.303466,110.0,132274484,0,1,1,5,1,1,2011,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
79000000,9.645543,154.0,173013509,0,0,1,5,1,1,2003,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
58000000,187.860492,108.0,783112979,1,1,1,5,1,1,2016,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15000000,10.627364,92.0,73326666,0,0,1,2,1,1,1988,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
45000000,8.279285,101.0,30353232,1,0,1,1,1,1,2012,10,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6200000,1.077252,113.0,4820000,0,0,0,3,1,1,2010,9,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7.859837,105.0,81381,0,0,1,1,1,1,2013,9,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
6400000,12.203066,99.0,35057696,0,1,1,5,0,1,2011,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7.032964,93.0,111996,0,0,1,1,1,1,2014,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9500000,10.359669,117.0,111584787,1,1,1,1,0,1,1967,6,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10000000,8.406056,100.0,22896728,0,1,1,3,0,1,2008,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5.184701,88.0,263404,0,0,0,1,0,1,1958,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,7.190986,100.0,66132626,1,0,1,1,1,1,1980,8,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4.737529,113.0,8362969,0,0,1,3,1,1,1986,11,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
63000000,63.869599,139.0,100853753,0,1,1,7,1,1,1999,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3000000,2.395067,91.0,7100000,0,0,1,2,1,1,1960,12,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30000000,12.09096,110.0,29359216,0,0,1,2,1,1,1996,7,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14000000,6.081401,99.0,72527595,1,0,1,4,1,1,1998,9,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
500000,1.640271,90.0,5330000,1,0,0,0,0,1,2008,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350000,1.553107,96.0,2400000,0,0,1,2,1,1,1985,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
60000000,5.460942,140.0,17800000,0,0,1,4,1,1,2006,9,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
0,4.691574,98.0,13022756,0,0,1,1,1,1,2006,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
10000000,10.770928,178.0,50100000,0,0,1,2,1,1,1962,9,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
25000000,16.816834,127.0,230698791,0,1,1,3,1,1,2016,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.787833,111.0,5262047,0,0,1,1,1,1,1987,5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
8000000,12.137595,122.0,441306145,1,1,1,2,1,1,1973,12,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
23000000,7.06088,93.0,38505009,0,0,1,2,1,1,2006,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28000000,15.802306,118.0,333000000,1,1,1,2,1,1,1984,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7000000,6.657792,123.0,79666653,0,0,1,2,1,1,1974,11,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
8376800,12.237488,213.0,13000000,0,1,0,2,0,1,2008,2,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
12000000,3.223039,97.0,31179516,0,0,1,4,1,1,2004,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20000000,18.157166,119.0,23875127,0,1,1,3,1,1,1998,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
65000000,9.782014,100.0,17218080,0,0,1,2,1,1,1991,5,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225000000,18.538834,143.0,662845518,1,1,1,5,1,1,2013,6,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,2.255032,111.0,370668,0,0,1,2,1,1,1999,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.765825,90.0,6029824,0,0,1,2,1,1,1986,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6.997583,108.0,939101,0,1,0,9,1,1,2016,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15000000,6.557426,92.0,12000000,0,1,1,1,1,1,2001,9,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2.976672,89.0,35022,0,1,1,1,1,1,2013,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45000000,6.287245,113.0,58620973,0,0,1,3,1,1,1996,8,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
50000000,9.092925,89.0,160602194,0,0,1,4,1,1,2014,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,9.046751,122.0,794452,0,0,0,2,0,1,2014,9,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,9.961184,85.0,59700000,0,1,1,3,0,1,2015,2,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,5.439942,114.0,27734391,0,0,1,1,1,1,1990,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9.503762,105.0,7865,0,1,0,1,0,1,2013,9,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
70000000,7.739633,134.0,154937680,0,1,1,3,1,1,2006,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
150000000,7.739904,99.0,301000000,1,1,1,5,1,1,2012,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.975702,98.0,28460702,0,0,1,0,1,1,1978,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40000000,8.142089,123.0,129540499,0,1,1,3,1,1,2009,8,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
12000000,11.213913,123.0,87100449,0,0,1,2,0,1,2013,8,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2500000,12.525758,89.0,52604,1,0,1,2,1,1,2010,8,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
60000000,7.667874,101.0,95673607,0,1,1,3,1,1,2007,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2300000,1.970054,155.0,11100000,0,1,1,1,0,1,2008,7,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
25000000,7.857078,119.0,92991835,0,1,1,3,1,1,2007,9,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
13000000,1.296862,91.0,9789900,0,0,1,2,1,1,1996,4,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5.985236,97.0,6086508,1,1,1,1,1,1,2006,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000000,10.936827,104.0,9304609,0,0,1,2,1,1,2002,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,5.019486,129.0,494506,0,1,1,3,1,1,2015,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8000000,5.000657,129.0,18124262,0,1,1,2,0,1,2010,11,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.134408,120.0,25893810,0,0,1,3,1,1,1987,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,8.283863,115.0,21700000,0,0,1,2,1,1,1974,5,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000000,12.980624,94.0,886686817,1,1,1,2,1,1,2009,6,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30000000,6.793972,109.0,95714875,0,1,1,3,1,1,2009,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6.228255,87.0,20000000,1,0,0,9,0,1,1997,7,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7500000,0.494047,155.0,10000000,0,1,0,0,0,1,2010,7,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5500000,10.517835,130.0,141195658,1,1,1,2,1,1,1965,12,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5000000,4.281103,129.0,7338987,1,0,0,1,0,1,2002,11,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,4.556825,90.0,694438,0,0,1,4,0,1,1991,9,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
35000000,9.576745,88.0,147934180,1,0,1,3,1,1,2001,3,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,5.752416,115.0,248392,0,0,0,15,0,1,2015,8,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60000000,15.904834,133.0,204594016,0,1,1,3,1,1,2010,8,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
80000000,8.772188,117.0,309492681,0,0,1,2,1,1,1996,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18000000,6.108646,111.0,20275812,0,0,1,3,1,1,2013,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9.916094,110.0,688510,0,0,1,1,1,1,2000,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
60000000,6.710215,109.0,37000000,0,0,1,2,1,1,1994,11,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
60000000,10.776138,101.0,170268750,0,0,1,5,1,1,2004,3,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47000000,5.507082,125.0,15691192,0,0,1,1,1,1,1990,12,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37000000,13.081203,125.0,154026136,0,1,1,4,1,1,2010,9,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2500000,5.46567,102.0,3003,0,0,1,2,1,1,2012,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4000000,14.171675,111.0,65046687,0,1,1,4,1,1,2016,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.132307,99.0,1884814,0,0,1,2,1,1,1993,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
16000000,5.857368,91.0,4409328,0,0,1,2,1,1,1991,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
32000000,7.177649,129.0,48814909,0,0,1,1,1,1,2000,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20000000,6.312206,90.0,18599102,0,1,1,4,1,1,2009,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000000,11.970205,123.0,223664608,1,0,1,1,1,1,1994,11,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
65000000,5.627787,93.0,44806783,0,1,1,2,1,1,2012,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
3400000,0.40319,112.0,660537,0,0,1,2,0,1,1985,10,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,5.916187,122.0,61801971,0,0,1,3,1,1,1979,12,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,10.597116,98.0,23202734,0,0,1,2,1,1,1993,4,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2500000,11.898793,99.0,6341684,0,1,1,6,1,1,2015,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3000000,12.416635,100.0,4000000,0,0,1,2,1,1,1971,6,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
35000000,13.492845,108.0,113374103,1,0,1,1,1,1,1995,7,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
55000000,6.709803,134.0,141047179,0,1,1,2,1,1,1996,12,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
4000000,7.959965,103.0,4100000,1,1,1,3,1,1,2009,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
0,8.260823,94.0,11576431,0,1,0,1,0,1,2003,12,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.659745,102.0,6347072,1,0,1,1,1,1,1983,2,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
500000,0.493342,157.0,500000,0,0,1,0,0,1,1999,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000000,7.493615,105.0,73648228,0,0,1,4,1,1,1999,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,5.952392,88.0,28061343,1,0,1,1,1,1,1987,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.02158,105.0,1334173,1,0,0,1,0,1,1983,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.109111,91.0,1347988,0,0,1,0,0,1,2002,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8.685761,108.0,34585416,0,0,1,3,1,1,1996,10,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15000000,5.951492,90.0,19158074,0,0,1,1,1,1,2002,10,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0
17000000,2.972529,154.0,10000000,0,0,1,2,1,1,1963,5,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
40000000,14.767317,134.0,320170008,1,1,1,7,1,1,2016,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,3.898236,81.0,580527,0,0,1,3,1,1,2006,9,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.967229,105.0,104507,0,0,1,2,1,1,2015,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.782615,106.0,3956913,1,0,0,1,0,1,1993,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4300000,3.699552,149.0,3376375,0,0,0,3,0,1,2016,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
120000000,18.911961,130.0,325756637,0,0,1,3,1,1,2000,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6400000,9.57874,107.0,40084041,0,0,1,1,1,1,1986,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50000000,5.852263,110.0,26199517,0,0,1,2,1,1,2002,8,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
27000000,11.15092,110.0,56308881,0,0,1,6,1,1,2006,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
3000000,4.947043,95.0,14418922,0,0,1,3,1,1,1984,11,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
50000000,8.176147,98.0,106303988,0,0,1,2,1,1,2009,3,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
68000000,34.047399,124.0,698491347,1,1,1,5,1,1,2010,6,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0,2.555585,112.0,694497,0,0,1,0,0,1,1983,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
16000000,15.133316,91.0,32155047,1,0,1,2,1,1,1988,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4500000,4.31583,116.0,10400000,0,0,1,2,1,1,1956,6,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7500000,11.791591,96.0,231411584,0,1,1,2,1,1,2007,12,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
60000000,12.149946,120.0,56359980,0,0,1,4,1,1,2001,3,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35000000,13.349518,106.0,36779296,0,0,1,1,1,1,2000,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1821052,11.046411,111.0,1300000,0,0,1,1,1,1,1951,6,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5.713974,93.0,523511,0,0,1,4,0,1,2013,11,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37000000,6.695229,113.0,95404397,1,1,1,2,1,1,2011,9,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
15000000,7.665431,89.0,1914166,0,1,1,4,1,1,2004,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58000000,0.393865,119.0,44000000,0,1,1,5,1,1,2013,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000000,19.638605,106.0,549368315,1,1,1,3,1,1,2012,6,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14000000,2.308846,104.0,6856989,0,0,1,0,1,1,2005,9,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,8.452485,112.0,587615,0,0,1,1,1,1,2013,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,9.449103,97.0,3295624,0,0,1,4,1,1,2016,4,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
100000000,11.913405,102.0,268426634,0,0,1,2,1,1,2013,5,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
25000000,11.556484,129.0,82466670,0,0,1,7,1,1,2005,8,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1900000,0.653271,102.0,240093,0,0,0,0,0,1,2000,12,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18000000,12.682927,112.0,6212282,0,1,1,3,1,1,2016,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,4.778045,93.0,106498,0,0,0,8,0,1,2015,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22000000,11.654349,181.0,424208848,0,0,1,2,1,1,1990,11,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
19000000,8.132811,97.0,6928068,0,1,1,4,1,1,2011,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
37000000,8.451297,105.0,26250020,0,0,1,2,1,1,2015,5,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
18000000,7.471655,103.0,41382841,0,0,1,2,1,1,1986,10,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
25000000,6.497591,115.0,14048372,1,0,1,3,1,1,1996,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
85000000,10.175503,108.0,78382433,0,1,1,4,1,1,2002,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2500000,3.084426,110.0,15014674,1,0,1,2,1,1,1979,8,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
28000000,7.058599,98.0,14010832,0,1,1,3,1,1,2001,8,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
175000000,12.319595,93.0,331926147,0,1,1,2,1,1,2015,11,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
500000,8.398158,93.0,150277,0,0,1,2,1,1,2002,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
132000000,22.201607,92.0,373552094,1,0,1,1,1,1,2014,11,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30000000,8.205448,90.0,212385533,1,0,1,3,1,1,1995,11,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.444266,117.0,19131000,0,0,1,1,1,1,1989,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
24000000,6.253084,93.0,68729358,0,1,1,3,1,1,2009,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
70000000,9.353499,115.0,56702901,0,0,0,3,1,1,1998,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6400000,7.950488,144.0,18800000,0,0,0,3,0,1,2012,7,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
30000000,9.591425,133.0,51148651,0,1,1,3,1,1,2010,11,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
43000000,13.802674,97.0,56681566,0,1,1,8,1,1,2005,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,6.114898,105.0,48911,0,0,1,4,1,1,2014,6,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.606688,113.0,30399676,1,0,0,1,0,1,1992,9,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125000000,14.924487,139.0,362637473,0,1,1,4,1,1,2014,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
120000000,7.134168,135.0,93945766,0,1,1,6,1,1,2008,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1202007,6.360746,103.0,2948386,0,0,1,2,1,1,1945,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23600000,11.063029,88.0,102391382,0,1,1,3,1,1,2009,10,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
